Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area
West Bengal,31-05-2019,Monthly,6.24,6511627,48.04,Rural
West Bengal,30-06-2019,Monthly,6.24,6495560,48.27,Rural
West Bengal,31-07-2019,Monthly,8.36,6542963,49.54,Rural
West Bengal,31-08-2019,Monthly,8.55,6488609,49.92,Rural
West Bengal,30-09-2019,Monthly,6.95,6472633,50.57,Rural
West Bengal,31-10-2019,Monthly,8.76,6502445,50.47,Rural
West Bengal,30-11-2019,Monthly,10.23,6477183,49.04,Rural
West Bengal,31-12-2019,Monthly,9.77,6465182,50.69,Rural
West Bengal,31-01-2020,Monthly,12.82,6486396,50.64,Rural
West Bengal,29-02-2020,Monthly,8.71,6407950,52.3,Rural
West Bengal,31-03-2020,Monthly,19.84,6261989,51.68,Rural
West Bengal,30-04-2020,Monthly,25.04,6202474,48.61,Rural
West Bengal,31-05-2020,Monthly,16.77,6395867,48.82,Rural
West Bengal,30-06-2020,Monthly,20.82,6305178,49.02,Rural
West Bengal,31-07-2020,Monthly,12.28,6458750,51.69,Rural
West Bengal,31-08-2020,Monthly,9.06,6602525,52.2,Rural
West Bengal,30-09-2020,Monthly,10.97,6451467,49.49,Rural
West Bengal,31-10-2020,Monthly,11.9,6465220,48.98,Rural
West Bengal,30-11-2020,Monthly,7.12,6605531,48.97,Rural
West Bengal,31-01-2019,Monthly,11.22,6265540,46.0,Urban
West Bengal,28-02-2019,Monthly,9.66,6303797,45.22,Urban
West Bengal,31-03-2019,Monthly,9.53,6380674,45.73,Urban
West Bengal,30-04-2019,Monthly,10.83,6306521,41.77,Urban
West Bengal,31-05-2019,Monthly,7.86,6395091,46.05,Urban
West Bengal,30-06-2019,Monthly,8.7,6260041,43.9,Urban
West Bengal,31-07-2019,Monthly,10.55,6223882,45.5,Urban
West Bengal,31-08-2019,Monthly,6.71,6377653,43.43,Urban
West Bengal,30-09-2019,Monthly,7.26,6417209,43.37,Urban
West Bengal,31-10-2019,Monthly,8.13,6273646,45.59,Urban
West Bengal,30-11-2019,Monthly,9.02,6345257,43.79,Urban
West Bengal,31-12-2019,Monthly,10.82,6276588,45.64,Urban
West Bengal,31-01-2020,Monthly,9.36,6389552,43.41,Urban
West Bengal,29-02-2020,Monthly,7.77,6403642,45.3,Urban
West Bengal,31-03-2020,Monthly,25.61,6064515,45.37,Urban
West Bengal,30-04-2020,Monthly,22.08,6035918,46.52,Urban
West Bengal,31-05-2020,Monthly,22.06,6148911,44.44,Urban
West Bengal,30-06-2020,Monthly,23.04,6090788,45.77,Urban
West Bengal,31-07-2020,Monthly,13.63,6244587,44.79,Urban
West Bengal,31-08-2020,Monthly,12.11,6377877,45.47,Urban
West Bengal,30-09-2020,Monthly,12.95,6339662,46.34,Urban
West Bengal,31-10-2020,Monthly,10.93,6306599,46.06,Urban
West Bengal,30-11-2020,Monthly,11.38,6180884,48.76,Urban
